"['17/10', '9/4', '8/5']"
"['15/2', '17/5', '2/5']"
"['2/13', '13/2', '16/1']"
"['6/4', '11/5', '15/8']"
"['11/10', '21/10', '11/4']"
"['1/5', '11/2', '12/1']"
"['4/1', '16/5', '8/13']"
"['3/1', '5/2', '10/11']"
"['19/20', '13/5', '11/4']"
"['23/20', '23/10', '12/5']"
"['3/1', '5/2', '10/11']"
"['10/11', '5/2', '3/1']"
"['17/20', '27/10', '3/1']"
"['21/20', '13/5', '12/5']"
"['4/5', '9/4', '4/1']"
"['11/10', '9/4', '13/5']"
"['23/20', '23/10', '21/10']"
"['6/4', '23/10', '9/5']"
"['16/5', '13/5', '5/6']"
"['21/20', '13/5', '12/5']"
"['13/5', '11/5', 'EVS']"
"['21/10', '23/10', '23/20']"
"['11/8', '12/5', '19/10']"
"['11/10', '9/4', '9/4']"
"['1/2', '10/3', '5/1']"
"['11/20', '3/1', '5/1']"
"['19/20', '12/5', '3/1']"
"['17/10', '2/1', '8/5']"
"['23/20', '9/4', '5/2']"
"['17/20', '5/2', '16/5']"
"['6/5', '12/5', '11/5']"
"['8/13', '14/5', '9/2']"
"['13/10', '12/5', '2/1']"
"['15/8', '23/10', '29/20']"
"['19/20', '12/5', '3/1']"
"['29/20', '12/5', '9/5']"
"['19/10', '9/4', '29/20']"
"['EVS', '12/5', '11/4']"
"['23/10', '23/10', '6/5']"
"['5/4', '12/5', '21/10']"
"['1/8', '15/2', '18/1']"
"['23/20', '23/10', '12/5']"
"['8/5', '12/5', '13/8']"
"['15/8', '12/5', '11/8']"
"['9/5', '23/10', '6/4']"
"['11/8', '12/5', '19/10']"
"['10/1', '5/1', '1/4']"
"['11/5', '12/5', '6/5']"
"['7/4', '9/4', '8/5']"
"['8/5', '11/5', '7/4']"
"['7/5', '21/10', '21/10']"
"['1/16', '11/1', '28/1']"
"['4/6', '13/5', '9/2']"
"['3/4', '11/4', '7/2']"
"['11/20', '10/3', '9/2']"
"['18/1', '15/2', '1/8']"
"['11/20', '3/1', '5/1']"
"['6/4', '15/8', '11/5']"
"['23/20', '9/4', '5/2']"
"['4/6', '13/5', '9/2']"
"['4/5', '12/5', '19/5']"
"['11/20', '16/5', '9/2']"
"['9/5', '13/5', '11/8']"
"['1/8', '7/1', '14/1']"
"['7/5', '12/5', '17/10']"
"['4/11', '19/5', '6/1']"
"['4/5', '14/5', '14/5']"
"['23/20', '23/10', '21/10']"
"['19/5', '13/5', '13/20']"
"['11/8', '23/10', '7/4']"
"['6/4', '9/4', '8/5']"
"['17/5', '14/5', '4/6']"
"['8/15', '16/5', '4/1']"
"['23/20', '13/5', '15/8']"
"['23/20', '13/5', '19/10']"
"['13/10', '12/5', '7/4']"
"['8/13', '3/1', '10/3']"
"['10/11', '2/1', '10/3']"
"['3/4', '9/4', '15/4']"
"['4/7', '5/2', '5/1']"
"['23/20', '21/10', '23/10']"
"['EVS', '19/10', '3/1']"
"['13/20', '5/2', '4/1']"
"['2/5', '4/1', '6/1']"
"['13/10', '13/5', '15/8']"
"['EVS', '5/2', '23/10']"
"['13/2', '4/1', '3/10']"
"['3/4', '13/5', '3/1']"
"['19/5', '3/1', '4/7']"
"['9/2', '7/2', '4/9']"
"['6/4', '13/5', '11/8']"
"['10/11', '3/1', '21/10']"
"['13/5', '11/4', '4/5']"
"['11/8', '13/5', '6/4']"
"['1/6', '6/1', '10/1']"
"['19/5', '3/1', '4/7']"
"['4/9', '16/5', '5/1']"
"['7/2', '3/1', '8/13']"
"['1/8', '7/1', '12/1']"
"['4/6', '3/1', '16/5']"
"['19/5', '10/3', '8/15']"
"['19/20', '3/1', '2/1']"
"['6/4', '9/4', '17/10']"
"['23/20', '9/4', '9/4']"
"['9/5', '23/10', '11/8']"
"['29/20', '21/10', '9/5']"
"['EVS', '5/2', '12/5']"
"['17/10', '17/10', '15/8']"
"['6/4', '2/1', '15/8']"
"['11/8', '21/10', '2/1']"
"['EVS', '2/1', '3/1']"
"['6/4', '2/1', '15/8']"
"['21/20', '11/5', '13/5']"
"['11/10', '21/10', '5/2']"
"['29/20', '11/5', '17/10']"
"['4/9', '10/3', '5/1']"
"['21/20', '12/5', '9/4']"
"['10/3', '13/5', '8/11']"
